,Month,WeekofMonth,Site,EnteroCountsGreaterThan110,GMeanEnteroCount,MaxYear,MeanRainAmount,MinYear,SampleCount,HistoricallySafe,BestSite
301,6,1,Island Creek/Normans Kill,1.0,1046.0000000000005,2013,1.2,2013,1,False,57
302,6,1,Kingsland Pt. Park- Pocantico River,0.0,10.000000000000002,2009,1.6,2009,1,True,13
303,6,1,Kingston Point Beach,0.0,13.0,2013,0.0,2013,1,True,34
304,6,1,Kingston STP Outfall,1.0,2419.999999999999,2013,0.0,2013,1,False,61
305,6,1,Little Stony Point,0.0,7.999999999999998,2013,0.0,2013,1,True,35
306,6,1,Malden Launch Ramp,0.0,24.000000000000004,2013,1.2,2013,1,True,27
307,6,1,Marlboro Landing,0.0,4.999999999999999,2013,0.0,2013,1,True,36
308,6,1,Mohawk River at Waterford,1.0,461.00000000000006,2013,1.2,2013,1,False,58
309,6,1,Newburgh Launch Ramp,1.0,194.00000000000003,2013,0.0,2013,1,False,62
310,6,1,Newtown Creek- Dutch Kills,1.0,491.894297588415,2010,1.0,2009,2,False,59
311,6,1,Newtown Creek- Metropolitan Ave. Bridge,1.0,98.84331034521253,2010,1.0,2009,2,False,60
312,6,1,Norrie Point Yacht Basin,0.0,11.000000000000002,2013,0.0,2013,1,True,37
313,6,1,Norrie Point mid-channel,0.0,7.999999999999998,2013,0.0,2013,1,True,38
314,6,1,North River STP at 145th,0.0,19.999999999999996,2009,1.9,2009,1,True,7
315,6,1,Nyack Launch Ramp,0.0,17.32050807568877,2011,0.9,2009,2,True,29
316,6,1,Orangetown STP Outfall,0.0,10.000000000000002,2009,1.6,2009,1,True,14
317,6,1,Pier 96 Kayak Launch,0.0,62.99999999999999,2009,1.9,2009,1,True,8
318,6,1,Piermont Pier,0.0,24.34714621504798,2012,0.52,2009,5,True,30
319,6,1,Port Ewen Drinking Water Intake,0.0,2.0,2013,0.0,2013,1,True,39
320,6,1,Poughkeepsie Drinking Water Intake,0.0,6.0,2013,0.0,2013,1,True,40
321,6,1,Poughkeepsie Launch Ramp,0.0,11.000000000000002,2013,0.0,2013,1,True,41
322,6,1,Rondout- Eddyville Anchorage,0.0,38.99999999999999,2013,0.0,2013,1,True,42
323,6,1,Rondout- Kingston Public Dock,0.0,83.99999999999999,2013,0.0,2013,1,True,43
324,6,1,Saw Mill River,0.0,10.000000000000002,2009,1.9,2009,1,True,9
325,6,1,TZ Bridge mid-channel,0.0,10.000000000000002,2009,1.6,2009,1,True,15
326,6,1,The Battery mid-channel,0.0,22.80350850198277,2009,1.95,2009,2,True,3
327,6,1,Tivoli Landing,0.0,24.999999999999996,2013,1.3,2013,1,True,18
328,6,1,Ulster Landing Beach,0.0,74.00000000000003,2013,1.3,2013,1,True,19
329,6,1,Upper Sparkill Creek,5.0,1612.133616422415,2012,0.44000000000000006,2008,5,False,64
330,6,1,Wappingers Creek,0.0,3.0000000000000004,2013,0.0,2013,1,True,44
331,6,1,West Point STP Outfall,0.0,10.000000000000002,2013,0.0,2013,1,True,45
332,6,1,Yonkers STP Outfall,0.0,10.000000000000002,2009,1.9,2009,1,True,10
333,6,1,Yonkers mid-channel,0.0,10.000000000000002,2009,1.9,2009,1,True,11
334,6,2,125th St. Pier,2.0,96.26178954644182,2012,0.0,2007,5,False,72
335,6,2,79th St. mid-channel,0.0,19.999999999999996,2012,0.0,2012,1,True,38
336,6,2,Albany Rowing Dock,0.0,42.00000000000001,2009,0.6,2009,1,True,34
337,6,2,Annesville Creek,0.0,14.142135623730955,2012,0.65,2009,2,True,25
338,6,2,Athens,0.0,87.0,2009,1.2,2009,1,True,1
339,6,2,Beacon Harbor,0.0,32.2490309931942,2012,0.7,2009,2,True,14
340,6,2,Bethlehem Launch Ramp,0.0,85.00000000000001,2009,0.6,2009,1,True,35
341,6,2,"Castle Point, NJ",0.0,51.0,2012,0.0,2012,1,True,39
342,6,2,Castleton,1.0,126.0,2009,0.6,2009,1,False,66
343,6,2,Catskill Creek- East End,1.0,387.00000000000006,2009,1.2,2009,1,False,59
344,6,2,Catskill Creek- First Bridge,1.0,726.9999999999999,2009,1.2,2009,1,False,60
345,6,2,Catskill Launch Ramp,0.0,29.000000000000004,2009,1.2,2009,1,True,2
346,6,2,Cedar Pond Brook,0.0,10.000000000000002,2012,0.65,2009,2,True,26
347,6,2,Coeymans Landing,0.0,19.999999999999996,2009,1.2,2009,1,True,3
348,6,2,Cold Spring Harbor,0.0,8.831760866327846,2012,0.7,2009,2,True,15
349,6,2,Congress St. Bridge- Troy,0.0,46.0,2009,0.6,2009,1,True,36
350,6,2,Coxsackie Waterfront Park,0.0,10.000000000000002,2009,1.2,2009,1,True,4
351,6,2,Croton Point Beach,0.0,10.000000000000002,2012,0.65,2009,2,True,27
352,6,2,Dunn Memorial Bridge- Albany,0.0,32.0,2009,0.6,2009,1,True,37
353,6,2,Dyckman Street Beach,0.0,10.000000000000002,2012,0.0,2012,1,True,40
354,6,2,East River mid-channel at 23rd St.,0.0,10.000000000000002,2012,0.0,2012,1,True,41
355,6,2,East River mid-channel at Roosevelt Is.,0.0,10.000000000000002,2012,0.0,2012,1,True,42
356,6,2,Emeline Beach- Haverstraw,0.0,10.000000000000002,2012,0.65,2009,2,True,28
357,6,2,Esopus Creek Entrance,0.0,12.0,2009,1.1,2009,1,True,6
358,6,2,Esopus Creek West,0.0,9.000000000000002,2009,1.1,2009,1,True,7
359,6,2,Fort Montgomery,0.0,20.199009876724162,2012,0.7,2009,2,True,16
360,6,2,Furnace Brook,0.0,25.09980079602227,2012,0.65,2009,2,True,29
361,6,2,GW Bridge mid-channel,0.0,10.000000000000002,2012,0.0,2012,1,True,43
362,6,2,Gay's Point mid-channel,0.0,6.0,2009,1.2,2009,1,True,5
363,6,2,Gowanus Canal,1.0,93.91485505499118,2012,0.45,2010,2,False,69
364,6,2,Harlem River- Washington Bridge,0.0,31.0,2012,0.0,2012,1,True,44
365,6,2,Harlem River- Willis Ave. Bridge,0.0,10.000000000000002,2012,0.0,2012,1,True,45
366,6,2,Haverstraw Bay mid-channel,0.0,10.000000000000002,2012,0.65,2009,2,True,30
367,6,2,Hudson Landing Ramp,1.0,248.99999999999994,2009,1.2,2009,1,False,61
368,6,2,Hudson River above Troy Lock,1.0,272.0000000000001,2009,0.6,2009,1,False,67
369,6,2,Inbocht Bay,0.0,12.0,2009,0.8,2009,1,True,12
370,6,2,Irvington Beach,0.0,10.000000000000002,2012,0.0,2012,1,True,46
371,6,2,Island Creek/Normans Kill,1.0,726.9999999999999,2009,0.6,2009,1,False,68
372,6,2,Kingsland Pt. Park- Pocantico River,0.0,41.00000000000001,2012,0.0,2012,1,True,47
373,6,2,Kingston Point Beach,0.0,4.0,2009,1.1,2009,1,True,8
374,6,2,Kingston STP Outfall,0.0,4.0,2009,1.1,2009,1,True,9
375,6,2,Little Stony Point,0.0,3.605551275463989,2012,0.7,2009,2,True,17
376,6,2,Malden Launch Ramp,0.0,12.0,2009,0.8,2009,1,True,13
377,6,2,Marlboro Landing,1.0,28.495613697550013,2012,0.7,2009,2,False,64
378,6,2,Newburgh Launch Ramp,1.0,196.728238949064,2012,0.7,2009,2,False,65
379,6,2,Newtown Creek- Dutch Kills,0.0,10.000000000000002,2012,0.0,2012,1,True,48
380,6,2,Newtown Creek- Metropolitan Ave. Bridge,0.0,10.000000000000002,2012,0.0,2012,1,True,49
381,6,2,Norrie Point Yacht Basin,0.0,24.454038521274963,2012,0.7,2009,2,True,18
382,6,2,Norrie Point mid-channel,0.0,1.414213562373095,2012,0.7,2009,2,True,19
383,6,2,North River STP at 145th,1.0,230.99999999999994,2012,0.0,2012,1,False,71
384,6,2,Nyack Launch Ramp,0.0,98.00000000000004,2012,0.0,2012,1,True,50
385,6,2,Orangetown STP Outfall,0.0,19.999999999999996,2012,0.0,2012,1,True,51
386,6,2,Ossining Beach,0.0,14.142135623730955,2012,0.65,2009,2,True,31
387,6,2,Peekskill Riverfront Green Park,0.0,20.24845673131659,2012,0.65,2009,2,True,32
388,6,2,Pier 96 Kayak Launch,0.0,10.000000000000002,2012,0.0,2012,1,True,52
389,6,2,Piermont Pier,1.0,19.924574395092712,2012,0.15000000000000002,2008,4,False,70
390,6,2,Port Ewen Drinking Water Intake,0.0,4.123105625617661,2012,0.7,2009,2,True,20
391,6,2,Poughkeepsie Drinking Water Intake,0.0,3.605551275463989,2012,0.7,2009,2,True,21
392,6,2,Poughkeepsie Launch Ramp,0.0,18.761663039293722,2012,0.7,2009,2,True,22
393,6,2,Rondout- Eddyville Anchorage,1.0,285.00000000000006,2009,1.1,2009,1,False,62
394,6,2,Rondout- Kingston Public Dock,1.0,272.0000000000001,2009,1.1,2009,1,False,63
395,6,2,Saw Mill River,0.0,98.00000000000004,2012,0.0,2012,1,True,53
396,6,2,Stony Point mid-channel,0.0,10.000000000000002,2012,0.65,2009,2,True,33
397,6,2,TZ Bridge mid-channel,0.0,10.000000000000002,2012,0.0,2012,1,True,54
398,6,2,Tarrytown Marina,0.0,74.99999999999997,2012,0.0,2012,1,True,55
399,6,2,The Battery mid-channel,0.0,10.000000000000002,2012,0.0,2012,1,True,56
400,6,2,Tivoli Landing,0.0,1.0,2009,1.1,2009,1,True,10
401,6,2,Ulster Landing Beach,0.0,3.0000000000000004,2009,1.1,2009,1,True,11
402,6,2,Upper Sparkill Creek,5.0,2020.5464963604397,2011,0.42000000000000004,2008,5,False,73
403,6,2,Wappingers Creek,0.0,28.618176042508374,2012,0.7,2009,2,True,23
404,6,2,West Point STP Outfall,0.0,6.0,2012,0.7,2009,2,True,24
405,6,2,Yonkers STP Outfall,0.0,10.000000000000002,2012,0.0,2012,1,True,57
406,6,2,Yonkers mid-channel,0.0,10.000000000000002,2012,0.0,2012,1,True,58
407,6,3,125th St. Pier,0.0,59.380131357214054,2013,0.25,2010,2,True,30
408,6,3,79th St. mid-channel,0.0,5.848035476425733,2013,0.16666666666666666,2007,3,True,45
409,6,3,Albany Rowing Dock,2.0,101.75183165129147,2012,0.6,2008,3,False,72
410,6,3,Annesville Creek,1.0,61.26481662930661,2013,0.7333333333333334,2008,3,False,59
411,6,3,Athens,0.0,40.34370488158757,2012,0.4666666666666666,2008,3,True,23
412,6,3,Beacon Harbor,0.0,29.154759474226495,2010,0.5,2008,2,True,15
413,6,3,Bethlehem Launch Ramp,0.0,18.712190474704173,2012,0.6,2008,3,True,8
414,6,3,"Castle Point, NJ",0.0,14.142135623730955,2013,0.25,2010,2,True,31
415,6,3,Castleton,0.0,13.447901627195852,2012,0.6,2008,3,True,9
416,6,3,Catskill Creek- East End,1.0,29.261993766439886,2012,0.6333333333333333,2008,3,False,64
417,6,3,Catskill Creek- First Bridge,1.0,53.62705992380422,2012,0.6333333333333333,2008,3,False,65
418,6,3,Catskill Launch Ramp,0.0,9.5244063118092,2012,0.6333333333333333,2008,3,True,7
419,6,3,Cedar Pond Brook,1.0,24.189864686126548,2013,0.65,2007,4,False,62
420,6,3,Coeymans Landing,0.0,11.035696705524485,2012,0.6,2008,3,True,10
421,6,3,Cold Spring Harbor,0.0,21.457822486555663,2013,0.3333333333333333,2008,3,True,27
422,6,3,Congress St. Bridge- Troy,1.0,87.68759750884419,2012,0.6,2008,3,False,66
423,6,3,Coxsackie Waterfront Park,0.0,11.035696705524485,2012,0.6,2008,3,True,11
424,6,3,Croton Point Beach,0.0,10.241136890844455,2013,0.65,2007,4,True,4
425,6,3,Dunn Memorial Bridge- Albany,1.0,51.350526464751006,2012,0.6,2008,3,False,67
426,6,3,Dyckman Street Beach,0.0,38.729833462074154,2013,0.25,2010,2,True,32
427,6,3,East River mid-channel at 23rd St.,0.0,8.434326653017497,2013,0.16666666666666666,2007,3,True,46
428,6,3,East River mid-channel at Roosevelt Is.,0.0,14.857917682893131,2013,0.16666666666666666,2007,3,True,47
429,6,3,Emeline Beach- Haverstraw,0.0,10.626585691826113,2013,0.7333333333333334,2008,3,True,2
430,6,3,Esopus Creek Entrance,0.0,7.076717890533411,2012,0.175,2008,4,True,42
431,6,3,Esopus Creek West,0.0,8.316637894195125,2012,0.175,2008,4,True,43
432,6,3,Fort Montgomery,0.0,15.740609166314435,2013,0.3333333333333333,2008,3,True,28
433,6,3,Furnace Brook,1.0,30.105002986709305,2013,0.65,2007,4,False,63
434,6,3,GW Bridge mid-channel,0.0,10.322801154563672,2013,0.16666666666666666,2007,3,True,48
435,6,3,Gay's Point mid-channel,0.0,7.483314773547881,2012,0.2,2010,2,True,41
436,6,3,Gowanus Canal,1.0,26.77731800328677,2013,0.8333333333333334,2007,3,False,57
437,6,3,Harlem River- Washington Bridge,0.0,21.267920292885222,2013,0.16666666666666666,2007,3,True,49
438,6,3,Harlem River- Willis Ave. Bridge,0.0,11.69607095285147,2013,0.16666666666666666,2007,3,True,50
439,6,3,Haverstraw Bay mid-channel,0.0,8.408964152537143,2013,0.65,2007,4,True,5
440,6,3,Hudson Landing Ramp,0.0,21.219911280192072,2012,0.4666666666666666,2008,3,True,24
441,6,3,Hudson River above Troy Lock,1.0,94.85054987131466,2012,0.6,2008,3,False,68
442,6,3,Hudson above Mohawk River,0.0,14.027158166999321,2012,0.6,2008,3,True,12
443,6,3,Inbocht Bay,0.0,4.58257569495584,2012,0.44999999999999996,2010,2,True,26
444,6,3,Irvington Beach,0.0,10.000000000000002,2013,0.25,2010,2,True,33
445,6,3,Island Creek/Normans Kill,2.0,177.76898448983985,2012,0.6,2008,3,False,73
446,6,3,Kingsland Pt. Park- Pocantico River,0.0,10.000000000000002,2013,0.25,2010,2,True,34
447,6,3,Kingston Point Beach,0.0,6.036810736797685,2012,0.2333333333333333,2008,3,True,36
448,6,3,Kingston STP Outfall,0.0,44.192942071847376,2012,0.175,2008,4,True,44
449,6,3,Little Stony Point,0.0,12.974308233432698,2013,0.3333333333333333,2008,3,True,29
450,6,3,Malden Launch Ramp,0.0,4.9324241486609415,2012,0.5666666666666667,2008,3,True,13
451,6,3,Marlboro Landing,0.0,18.973665961010276,2010,0.5,2008,2,True,16
452,6,3,Mohawk River at Waterford,2.0,236.51479003495044,2012,0.6,2008,3,False,74
453,6,3,Newburgh Launch Ramp,1.0,96.04686356149274,2010,0.5,2008,2,False,69
454,6,3,Newtown Creek- Dutch Kills,0.0,23.80270192580271,2013,0.825,2007,4,True,1
455,6,3,Newtown Creek- Metropolitan Ave. Bridge,1.0,124.21803891547414,2013,0.825,2007,4,False,58
456,6,3,Norrie Point Yacht Basin,1.0,61.70899448216604,2010,0.5,2008,2,False,70
457,6,3,Norrie Point mid-channel,0.0,1.414213562373095,2010,0.5,2008,2,True,17
458,6,3,North River STP at 145th,0.0,23.70471518638995,2013,0.16666666666666666,2007,3,True,51
459,6,3,Nyack Launch Ramp,1.0,40.04162333908432,2013,0.7333333333333334,2008,3,False,60
460,6,3,Orangetown STP Outfall,1.0,18.938431517508473,2013,0.225,2007,4,False,71
461,6,3,Ossining Beach,0.0,9.013344775740004,2013,0.65,2007,4,True,6
462,6,3,Peekskill Riverfront Green Park,1.0,30.220596157547376,2013,0.7333333333333334,2008,3,False,61
463,6,3,Pier 96 Kayak Launch,0.0,24.89979919597747,2013,0.25,2010,2,True,35
464,6,3,Piermont Pier,0.0,13.00506937972361,2013,0.4571428571428572,2007,7,True,25
465,6,3,Port Ewen Drinking Water Intake,0.0,1.7320508075688774,2010,0.5,2008,2,True,18
466,6,3,Poughkeepsie Drinking Water Intake,0.0,5.47722557505166,2010,0.5,2008,2,True,19
467,6,3,Poughkeepsie Launch Ramp,0.0,6.928203230275509,2010,0.5,2008,2,True,20
468,6,3,Rondout- Eddyville Anchorage,0.0,45.481254605623796,2012,0.2333333333333333,2008,3,True,37
469,6,3,Rondout- Kingston Public Dock,0.0,28.541337366924303,2012,0.2333333333333333,2008,3,True,38
470,6,3,Saw Mill River,0.0,31.085783903249197,2013,0.16666666666666666,2007,3,True,52
471,6,3,Stony Point mid-channel,0.0,8.879040017426007,2013,0.7333333333333334,2008,3,True,3
472,6,3,TZ Bridge mid-channel,0.0,4.128917917333369,2013,0.52,2007,5,True,14
473,6,3,Tarrytown Marina,0.0,41.00000000000001,2013,0.5,2013,1,True,21
474,6,3,The Battery mid-channel,0.0,12.599210498948736,2013,0.16666666666666666,2007,3,True,53
475,6,3,Tivoli Landing,0.0,2.4662120743304703,2012,0.2333333333333333,2008,3,True,39
476,6,3,Ulster Landing Beach,0.0,4.876998961073314,2012,0.2333333333333333,2008,3,True,40
477,6,3,Upper Sparkill Creek,4.0,427.48159000666516,2010,0.675,2008,4,False,75
478,6,3,Wappingers Creek,0.0,25.298221281347033,2010,0.5,2008,2,True,22
479,6,3,West Point STP Outfall,0.0,7.113786608980125,2013,0.09999999999999999,2008,3,True,56
480,6,3,Yonkers STP Outfall,0.0,10.714412696907733,2013,0.16666666666666666,2007,3,True,54
481,6,3,Yonkers mid-channel,0.0,9.28317766722556,2013,0.16666666666666666,2007,3,True,55
482,6,4,125th St. Pier,2.0,53.203481331015574,2011,0.44000000000000006,2007,5,False,71
483,6,4,79th St. mid-channel,0.0,10.000000000000002,2011,0.4,2009,2,True,8
484,6,4,Albany Rowing Dock,0.0,74.99999999999997,2013,1.4,2013,1,True,1
485,6,4,Annesville Creek,0.0,34.71883581788813,2011,0.26666666666666666,2008,3,True,19
486,6,4,Athens,1.0,201.0,2013,0.0,2013,1,False,70
487,6,4,Beacon Harbor,0.0,28.77498913987633,2013,0.25,2011,2,True,24
488,6,4,Bethlehem Launch Ramp,0.0,52.00000000000001,2013,0.0,2013,1,True,35
489,6,4,"Castle Point, NJ",0.0,14.580997358267123,2011,0.3333333333333333,2008,3,True,14
490,6,4,Castleton,0.0,69.00000000000001,2013,0.0,2013,1,True,36
491,6,4,Catskill Creek- East End,0.0,7.999999999999998,2013,0.0,2013,1,True,37
492,6,4,Catskill Creek- First Bridge,0.0,21.0,2013,0.0,2013,1,True,38
493,6,4,Catskill Launch Ramp,0.0,38.99999999999999,2013,0.0,2013,1,True,39
494,6,4,Cedar Pond Brook,1.0,28.090034919578773,2011,0.375,2007,4,False,59
495,6,4,Coeymans Landing,0.0,34.00000000000001,2013,0.0,2013,1,True,40
496,6,4,Cold Spring Harbor,0.0,21.0,2011,0.5,2011,1,True,4
497,6,4,Congress St. Bridge- Troy,1.0,410.99999999999983,2013,1.4,2013,1,False,52
498,6,4,Coxsackie Waterfront Park,0.0,66.99999999999997,2013,0.0,2013,1,True,41
499,6,4,Croton Point Beach,0.0,12.599210498948736,2011,0.26666666666666666,2008,3,True,20
500,6,4,Dunn Memorial Bridge- Albany,1.0,1552.9999999999998,2013,1.4,2013,1,False,53
501,6,4,Dyckman Street Beach,0.0,20.24845673131659,2011,0.4,2009,2,True,9
502,6,4,East River mid-channel at 23rd St.,0.0,30.014807504872312,2011,0.3,2008,3,True,17
503,6,4,East River mid-channel at Roosevelt Is.,0.0,22.17220230966632,2011,0.3333333333333333,2008,3,True,15
504,6,4,Emeline Beach- Haverstraw,0.0,18.37090550014227,2011,0.26666666666666666,2008,3,True,21
505,6,4,Esopus Creek Entrance,0.0,4.0,2013,0.0,2013,1,True,42
506,6,4,Esopus Creek West,0.0,4.0,2013,0.0,2013,1,True,43
507,6,4,Fort Montgomery,0.0,46.99999999999999,2011,0.5,2011,1,True,5
508,6,4,Furnace Brook,1.0,24.093920622181855,2011,0.375,2007,4,False,60
509,6,4,GW Bridge mid-channel,1.0,23.75207738061587,2011,0.3333333333333333,2008,3,False,62
510,6,4,Gay's Point mid-channel,0.0,15.0,2013,0.0,2013,1,True,44
511,6,4,Gowanus Canal,0.0,10.000000000000002,2011,0.0,2011,1,True,45
512,6,4,Harlem River- Washington Bridge,0.0,30.495901363953806,2011,0.4,2009,2,True,10
513,6,4,Harlem River- Willis Ave. Bridge,1.0,51.42563181316471,2011,0.3333333333333333,2008,3,False,63
514,6,4,Haverstraw Bay mid-channel,0.0,16.67958497280047,2011,0.375,2007,4,True,12
515,6,4,Hudson Landing Ramp,0.0,90.99999999999997,2013,0.0,2013,1,True,46
516,6,4,Hudson River above Troy Lock,1.0,1202.9999999999995,2013,1.4,2013,1,False,54
517,6,4,Hudson above Mohawk River,0.0,30.000000000000004,2013,1.4,2013,1,True,2
518,6,4,Inbocht Bay,0.0,13.0,2013,0.0,2013,1,True,47
519,6,4,Irvington Beach,0.0,10.000000000000002,2011,0.35,2009,2,True,13
520,6,4,Island Creek/Normans Kill,0.0,40.0,2013,1.4,2013,1,True,3
521,6,4,Kingsland Pt. Park- Pocantico River,1.0,72.80796659706957,2011,0.35,2009,2,False,61
522,6,4,Kingston Point Beach,0.0,14.76676251932837,2013,0.19999999999999998,2011,3,True,34
523,6,4,Kingston STP Outfall,0.0,51.63332257370234,2013,0.25,2011,2,True,25
524,6,4,Little Stony Point,0.0,6.0,2011,0.5,2011,1,True,6
525,6,4,Malden Launch Ramp,0.0,13.0,2013,0.0,2013,1,True,48
526,6,4,Marlboro Landing,0.0,17.663521732655695,2013,0.25,2011,2,True,26
527,6,4,Mohawk River at Waterford,1.0,1300.0,2013,1.4,2013,1,False,55
528,6,4,Newburgh Launch Ramp,1.0,188.7405626779787,2013,0.25,2011,2,False,67
529,6,4,Newtown Creek- Dutch Kills,2.0,98.81945122337399,2011,0.3333333333333333,2008,3,False,73
530,6,4,Newtown Creek- Metropolitan Ave. Bridge,2.0,133.1085100105118,2011,0.3333333333333333,2008,3,False,74
531,6,4,Norrie Point Yacht Basin,0.0,49.83974317750845,2013,0.25,2011,2,True,27
532,6,4,Norrie Point mid-channel,0.0,10.392304845413264,2013,0.25,2011,2,True,28
533,6,4,North River STP at 145th,1.0,90.12213934433642,2011,0.4,2009,2,False,58
534,6,4,Nyack Launch Ramp,0.0,19.39877414580333,2011,0.2333333333333333,2009,3,True,33
535,6,4,Orangetown STP Outfall,1.0,72.25769285471691,2011,0.26666666666666666,2008,3,False,65
536,6,4,Ossining Beach,1.0,123.16970427835201,2011,0.4000000000000001,2008,3,False,57
537,6,4,Peekskill Riverfront Green Park,0.0,61.20490085633951,2011,0.26666666666666666,2008,3,True,22
538,6,4,Pier 96 Kayak Launch,0.0,20.24845673131659,2011,0.4,2009,2,True,11
539,6,4,Piermont Pier,1.0,46.164142550257075,2011,0.3,2008,5,False,64
540,6,4,Port Ewen Drinking Water Intake,0.0,19.49358868961792,2013,0.25,2011,2,True,29
541,6,4,Poughkeepsie Drinking Water Intake,0.0,11.489125293076055,2013,0.25,2011,2,True,30
542,6,4,Poughkeepsie Launch Ramp,0.0,18.439088914585778,2013,0.25,2011,2,True,31
543,6,4,Rondout- Eddyville Anchorage,1.0,38.39025360284149,2013,0.19999999999999998,2011,3,False,69
544,6,4,Rondout- Kingston Public Dock,1.0,73.04792947099872,2013,0.25,2011,2,False,68
545,6,4,Saw Mill River,2.0,131.7244261521957,2011,0.425,2007,4,False,72
546,6,4,Stony Point mid-channel,0.0,16.386425412012922,2011,0.26666666666666666,2008,3,True,23
547,6,4,TZ Bridge mid-channel,1.0,24.215649100038203,2011,0.26666666666666666,2008,3,False,66
548,6,4,Tarrytown Marina,0.0,41.00000000000001,2011,0.0,2011,1,True,49
549,6,4,The Battery mid-channel,0.0,21.10454294490151,2011,0.3,2008,3,True,18
550,6,4,Tivoli Landing,0.0,15.999999999999998,2013,0.0,2013,1,True,50
551,6,4,Ulster Landing Beach,0.0,42.00000000000001,2013,0.0,2013,1,True,51
552,6,4,Upper Sparkill Creek,6.0,780.4587691912883,2012,0.5666666666666668,2007,6,False,75
553,6,4,Wappingers Creek,0.0,75.33923280734942,2013,0.25,2011,2,True,32
554,6,4,West Point STP Outfall,0.0,11.000000000000002,2011,0.5,2011,1,True,7
555,6,4,Yonkers STP Outfall,0.0,10.913928830611058,2011,0.3333333333333333,2008,3,True,16
556,6,4,Yonkers mid-channel,1.0,16.922069059826207,2011,0.425,2007,4,False,56
557,7,1,125th St. Pier,0.0,15.0,2008,0.6,2008,1,True,20
558,7,1,79th St. mid-channel,0.0,10.000000000000002,2008,0.6,2008,1,True,21
559,7,1,Albany Rowing Dock,0.0,31.0,2011,2.1,2011,1,True,6
560,7,1,Athens,0.0,66.99999999999997,2011,2.1,2011,1,True,7
561,7,1,Bethlehem Launch Ramp,0.0,15.999999999999998,2011,2.1,2011,1,True,8
562,7,1,"Castle Point, NJ",0.0,10.000000000000002,2008,0.6,2008,1,True,22
563,7,1,Castleton,0.0,24.999999999999996,2011,2.1,2011,1,True,9
564,7,1,Catskill Creek- East End,0.0,15.0,2011,2.3,2011,1,True,1
565,7,1,Catskill Creek- First Bridge,0.0,4.0,2011,2.3,2011,1,True,2
566,7,1,Catskill Launch Ramp,0.0,18.999999999999996,2011,2.3,2011,1,True,3
567,7,1,Coeymans Landing,0.0,15.0,2011,2.1,2011,1,True,10
568,7,1,Congress St. Bridge- Troy,0.0,17.0,2011,2.1,2011,1,True,11
569,7,1,Coxsackie Waterfront Park,0.0,46.99999999999999,2011,2.1,2011,1,True,12
570,7,1,Dunn Memorial Bridge- Albany,0.0,83.99999999999999,2011,2.1,2011,1,True,13
571,7,1,Dyckman Street Beach,0.0,15.0,2008,0.6,2008,1,True,23
572,7,1,East River mid-channel at 23rd St.,0.0,10.000000000000002,2008,0.6,2008,1,True,24
573,7,1,East River mid-channel at Roosevelt Is.,0.0,10.000000000000002,2008,0.6,2008,1,True,25
574,7,1,Esopus Creek Entrance,0.0,4.999999999999999,2011,0.5,2011,1,True,35
575,7,1,Esopus Creek West,0.0,59.000000000000014,2011,0.5,2011,1,True,36
576,7,1,GW Bridge mid-channel,0.0,15.999999999999998,2008,0.6,2008,1,True,26
577,7,1,Gay's Point mid-channel,0.0,36.99999999999999,2011,2.1,2011,1,True,14
578,7,1,Harlem River- Washington Bridge,0.0,43.0,2008,0.6,2008,1,True,27
579,7,1,Harlem River- Willis Ave. Bridge,0.0,10.000000000000002,2008,0.6,2008,1,True,28
580,7,1,Hudson Landing Ramp,0.0,74.00000000000003,2011,2.1,2011,1,True,15
581,7,1,Hudson River above Troy Lock,0.0,62.99999999999999,2011,2.1,2011,1,True,16
582,7,1,Hudson above Mohawk River,0.0,11.000000000000002,2011,2.1,2011,1,True,17
583,7,1,Inbocht Bay,0.0,2.0,2011,2.3,2011,1,True,4
584,7,1,Island Creek/Normans Kill,0.0,17.999999999999996,2011,2.1,2011,1,True,18
585,7,1,Malden Launch Ramp,0.0,17.0,2011,2.3,2011,1,True,5
586,7,1,Mohawk River at Waterford,0.0,4.0,2011,2.1,2011,1,True,19
587,7,1,Newtown Creek- Dutch Kills,0.0,81.00000000000003,2008,0.6,2008,1,True,29
588,7,1,Newtown Creek- Metropolitan Ave. Bridge,1.0,159.0,2008,0.6,2008,1,False,39
589,7,1,North River STP at 145th,0.0,15.0,2008,0.6,2008,1,True,30
590,7,1,Pier 96 Kayak Launch,0.0,4.999999999999999,2008,0.6,2008,1,True,31
591,7,1,Piermont Pier,1.0,41.55081693317712,2010,0.025,2008,4,False,41
592,7,1,Saw Mill River,1.0,6488.000000000004,2008,0.6,2008,1,False,40
593,7,1,The Battery mid-channel,0.0,10.000000000000002,2008,0.6,2008,1,True,32
594,7,1,Tivoli Landing,0.0,4.0,2011,0.5,2011,1,True,37
595,7,1,Ulster Landing Beach,0.0,7.999999999999998,2011,0.5,2011,1,True,38
596,7,1,Upper Sparkill Creek,4.0,352.35432832370844,2010,0.02,2007,5,False,42
597,7,1,Yonkers STP Outfall,0.0,15.0,2008,0.6,2008,1,True,33
598,7,1,Yonkers mid-channel,0.0,19.999999999999996,2008,0.6,2008,1,True,34
599,7,2,125th St. Pier,1.0,154.91933384829665,2008,0.75,2007,2,False,27
600,7,2,79th St. mid-channel,1.0,163.8047618355462,2008,0.75,2007,2,False,28
