"","X","Date","Primary.Type","Description","Location","Arrest","Domestic","Community.Area","Year","Latitude","Longitude"
"4390438",4390438,"09/11/2003 08:30:00 PM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(42.007919177, -87.665351128)","true","false",1,2003,42,-87.7
"6237295",6237295,"01/06/2009 12:45:00 AM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.805913864, -87.604913178)","false","false",39,2009,41.80591,-87.60491
"6392505",6392505,"02/08/2006 08:15:00 AM","THEFT","$500 AND UNDER","(41.735752519, -87.625429032)","false","false",44,2006,41.73575,-87.62543
"4903547",4903547,"02/01/2005 07:05:00 PM","CRIMINAL TRESPASS","TO STATE SUP LAND","(41.885028339, -87.675428114)","true","false",28,2005,41.88503,-87.67543
"22368",22368,"04/02/2015 09:00:00 AM","THEFT","OVER $500","(41.692283704, -87.648273251)","false","false",75,2015,41.692283704,-87.648273251
"400513",400513,"10/31/2016 05:00:00 PM","THEFT","$500 AND UNDER","(41.882526427, -87.624384106)","false","false",32,2016,41.882526427,-87.624384106
"2810684",2810684,"07/10/2011 10:00:00 AM","ASSAULT","SIMPLE","(41.752402481, -87.648103472)","true","true",71,2011,41.752402481,-87.648103472
"2214831",2214831,"11/28/2001 01:30:00 PM","THEFT","$500 AND UNDER","(41.954782024, -87.66891724)","false","false",NA,2001,41.954782024,-87.66891724
"1906256",1906256,"04/18/2001 09:00:00 AM","THEFT","OVER $500","(41.938875455, -87.651410773)","false","false",NA,2001,41.938875455,-87.651410773
"6201482",6201482,"11/21/2008 09:45:00 AM","BATTERY","SIMPLE","(41.973533721, -87.866808789)","false","false",0,2008,41.97353,-87.86681
"3685344",3685344,"01/05/2015 01:00:00 PM","OTHER OFFENSE","HARASSMENT BY TELEPHONE","(41.742097833, -87.664441851)","false","false",71,2015,41.742097833,-87.664441851
"1985571",1985571,"06/16/2001 10:35:00 PM","BATTERY","SIMPLE","(41.793935631, -87.682246323)","false","false",NA,2001,41.793935631,-87.682246323
"488728",488728,"04/30/2017 03:07:00 PM","THEFT","RETAIL THEFT","(41.88171846, -87.627760426)","true","false",32,2017,41.88171846,-87.627760426
"2757619",2757619,"05/16/2011 10:00:00 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.855769797, -87.657580136)","false","false",31,2011,41.855769797,-87.657580136
"403158",403158,"11/04/2016 07:00:00 PM","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","(41.754592961, -87.741528537)","false","false",65,2016,41.754592961,-87.741528537
"4132959",4132959,"03/15/2003 07:37:06 PM","BATTERY","SIMPLE","(41.763932437, -87.667433389)","false","false",67,2003,41.8,-87.7
"5877586",5877586,"12/04/2007 12:05:00 PM","BATTERY","SIMPLE","(41.669809286, -87.634427475)","true","false",53,2007,41.66981,-87.63443
"3796044",3796044,"04/24/2002 02:22:52 PM","BATTERY","SIMPLE","(41.78690669, -87.625500912)","false","false",40,2002,41.78690669,-87.625500912
"3470653",3470653,"02/18/2014 01:15:00 PM","THEFT","RETAIL THEFT","(41.952897791, -87.787860507)","false","false",17,2014,41.952897791,-87.787860507
"887707",887707,"09/04/2003 10:56:39 PM","NARCOTICS","POSS: CRACK","(41.917656022, -87.688750258)","true","false",22,2003,41.917656022,-87.688750258
"1456860",1456860,"07/26/2006 09:19:13 AM","ROBBERY","ARMED: HANDGUN","(41.774625793, -87.685953748)","false","false",66,2006,41.774625793,-87.685953748
"4079237",4079237,"07/15/2016 09:00:00 PM","BURGLARY","FORCIBLE ENTRY","(41.940799207, -87.802052134)","false","false",17,2016,41.940799207,-87.802052134
"6018438",6018438,"05/17/2008 11:00:00 PM","ASSAULT","SIMPLE","(41.79778657, -87.605111576)","false","true",41,2008,41.79779,-87.60511
"1076327",1076327,"03/16/2005 08:30:00 PM","NARCOTICS","POSS: COCAINE","(41.80419646, -87.672147822)","true","false",61,2005,41.80419646,-87.672147822
"34846",34846,"05/08/2015 04:00:00 AM","ROBBERY","ARMED: HANDGUN","(41.854073984, -87.695515306)","false","false",30,2015,41.854073984,-87.695515306
"1890371",1890371,"04/06/2001 04:30:00 PM","THEFT","$500 AND UNDER","(41.832594585, -87.616840751)","true","false",NA,2001,41.832594585,-87.616840751
"5298804",5298804,"03/28/2006 11:30:00 AM","THEFT","OVER $500","(41.987384881, -87.843369092)","false","false",76,2006,41.98738,-87.84337
"1527184",1527184,"01/26/2007 09:03:00 PM","NARCOTICS","POSS: CRACK","(41.808126189, -87.667383061)","true","false",61,2007,41.808126189,-87.667383061
"4812220",4812220,"10/13/2004 03:00:00 PM","BURGLARY","FORCIBLE ENTRY","(41.690728743, -87.626695422)","false","false",49,2004,41.69073,-87.6267
"4120688",4120688,"03/04/2003 07:45:00 PM","BATTERY","AGGRAVATED DOMESTIC BATTERY","(41.709975449, -87.641701901)","true","true",73,2003,41.709975449,-87.641701901
"4776564",4776564,"09/15/2004 02:55:41 PM","DECEPTIVE PRACTICE","STOLEN PROP: BUY/RECEIVE/POS.","(41.665814864, -87.558853882)","false","false",51,2004,41.7,-87.6
"3400223",3400223,"10/21/2013 04:45:00 AM","CRIMINAL DAMAGE","TO VEHICLE","(41.784247609, -87.660692981)","false","false",67,2013,41.784247609,-87.660692981
"5955091",5955091,"03/10/2008 04:30:00 PM","ROBBERY","STRONGARM - NO WEAPON","(41.77238276, -87.590544632)","false","false",43,2008,41.77238,-87.59054
"1406038",1406038,"06/15/2012 08:30:00 AM","THEFT","$500 AND UNDER","(41.910864065, -87.651686957)","false","false",7,2012,41.910864065,-87.651686957
"1707854",1707854,"04/25/2015 01:15:00 AM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.864136649, -87.704376653)","true","false",29,2015,41.864136649,-87.704376653
"4759508",4759508,"08/29/2004 10:45:00 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.921261085, -87.731572799)","true","true",20,2004,41.9,-87.7
"3234731",3234731,"04/20/2013 10:23:00 PM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.855711603, -87.732536384)","true","false",29,2013,41.855711603,-87.732536384
"953351",953351,"02/18/2004 06:40:00 PM","THEFT","FROM BUILDING","(41.758420954, -87.614455758)","false","false",69,2004,41.758420954,-87.614455758
"5081934",5081934,"05/11/2005 12:00:00 PM","OTHER OFFENSE","HARASSMENT BY TELEPHONE","(41.701081213, -87.665383421)","false","true",72,2005,41.70108,-87.66538
"1251931",1251931,"10/05/2011 12:40:00 PM","ASSAULT","PRO EMP HANDS NO/MIN INJURY","(41.844112707, -87.628445336)","true","false",35,2011,41.844112707,-87.628445336
"5179812",5179812,"11/08/2005 11:44:53 PM","BATTERY","SIMPLE","(41.651852341, -87.545628905)","true","false",55,2005,41.65185,-87.54563
"4330477",4330477,"08/11/2003 02:30:00 PM","MOTOR VEHICLE THEFT","AUTOMOBILE","(41.761893505, -87.55846566)","false","false",43,2003,41.8,-87.6
"2741429",2741429,"04/27/2011 04:50:00 PM","CRIMINAL DAMAGE","TO PROPERTY","(41.759564326, -87.655837845)","false","false",67,2011,41.759564326,-87.655837845
"685154",685154,"03/10/2018 04:00:00 PM","OTHER OFFENSE","OTHER VEHICLE OFFENSE","(41.709878463, -87.639271118)","false","true",73,2018,41.709878463,-87.639271118
"1039592",1039592,"10/11/2004 07:00:00 PM","THEFT","$500 AND UNDER","(41.924899029, -87.687949774)","false","false",22,2004,41.924899029,-87.687949774
"2209522",2209522,"11/24/2001 11:00:00 PM","MOTOR VEHICLE THEFT","AUTOMOBILE","(41.866360124, -87.719197957)","false","false",NA,2001,41.866360124,-87.719197957
"819073",819073,"01/24/2003 01:12:13 PM","THEFT","$500 AND UNDER","(41.736269116, -87.627768243)","false","false",44,2003,41.736269116,-87.627768243
"6298858",6298858,"03/26/2009 09:40:00 PM","LIQUOR LAW VIOLATION","ILLEGAL CONSUMPTION BY MINOR","(41.898092992, -87.640777719)","true","false",8,2009,41.89809,-87.64078
"3399071",3399071,"10/19/2013 07:00:00 AM","THEFT","FROM BUILDING","(41.755635034, -87.732393134)","false","false",65,2013,41.755635034,-87.732393134
"1102760",1102760,"03/21/2005 03:40:00 PM","NARCOTICS","POSS: CRACK","(41.886400727, -87.707386411)","true","false",27,2005,41.886400727,-87.707386411
"61279",61279,"06/16/2015 07:13:00 PM","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","(41.762071419, -87.614543301)","true","false",69,2015,41.762071419,-87.614543301
"684095",684095,"03/09/2018 08:00:00 PM","ASSAULT","SIMPLE","(41.938658971, -87.723157866)","false","false",21,2018,41.938658971,-87.723157866
"2170717",2170717,"10/26/2001 09:30:00 PM","ASSAULT","SIMPLE","(41.879662854, -87.724604408)","false","true",NA,2001,41.879662854,-87.724604408
"360430",360430,"09/01/2016 06:00:00 AM","OTHER OFFENSE","HARASSMENT BY TELEPHONE","(41.729275799, -87.546907508)","false","false",46,2016,41.729275799,-87.546907508
"1030246",1030246,"08/10/2004 10:32:48 PM","NARCOTICS","SOLICIT NARCOTICS ON PUBLICWAY","(41.777993354, -87.613155667)","true","false",42,2004,41.777993354,-87.613155667
"4899822",4899822,"01/27/2005 12:26:38 PM","ASSAULT","SIMPLE","(41.680834251, -87.646879157)","false","false",53,2005,41.68083,-87.64688
"5788986",5788986,"09/04/2007 07:30:00 PM","THEFT","FROM BUILDING","(41.92629603, -87.6463597)","false","false",7,2007,41.9263,-87.64636
"2834545",2834545,"08/01/2011 09:20:00 PM","ASSAULT","SIMPLE","(41.890693466, -87.684772092)","true","false",24,2011,41.890693466,-87.684772092
"2071377",2071377,"08/10/2001 09:00:00 PM","THEFT","OVER $500","(41.879615506, -87.624500739)","true","false",NA,2001,41.879615506,-87.624500739
"3446510",3446510,"12/20/2013 09:30:00 AM","CRIMINAL TRESPASS","TO LAND","(41.871811902, -87.627340674)","true","false",32,2013,41.871811902,-87.627340674
"1177704",1177704,"02/10/2011 09:00:00 PM","THEFT","FROM BUILDING","(41.742304241, -87.557583641)","false","false",46,2011,41.742304241,-87.557583641
"3922200",3922200,"08/22/2002 03:16:00 AM","MOTOR VEHICLE THEFT","THEFT/RECOVERY: AUTOMOBILE","(41.885444216, -87.702096476)","true","false",27,2002,41.885444216,-87.702096476
"2087687",2087687,"08/28/2001 01:30:00 PM","THEFT","OVER $500","(41.859869223, -87.646854566)","false","false",NA,2001,41.859869223,-87.646854566
"827162",827162,"02/23/2003 08:10:07 AM","CRIMINAL DAMAGE","TO PROPERTY","(41.924969825, -87.763562687)","false","false",19,2003,41.924969825,-87.763562687
"2979734",2979734,"02/12/2012 09:00:00 AM","MOTOR VEHICLE THEFT","AUTOMOBILE","(41.935259473, -87.659931777)","false","false",6,2012,41.935259473,-87.659931777
"5075373",5075373,"08/01/2005 07:00:00 PM","THEFT","OVER $500","(41.925197168, -87.701091092)","false","false",22,2005,41.9252,-87.70109
"2145241",2145241,"10/09/2001 04:45:00 PM","BATTERY","SIMPLE","(41.760119954, -87.651415386)","false","true",NA,2001,41.760119954,-87.651415386
"5401758",5401758,"07/15/2006 07:30:00 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.847302735, -87.714873231)","true","true",30,2006,41.8473,-87.71487
"5031482",5031482,"06/18/2005 04:10:00 PM","CRIMINAL DAMAGE","TO PROPERTY","(41.942073137, -87.827712335)","false","true",17,2005,41.94207,-87.82771
"4607122",4607122,"02/10/2004 11:57:00 AM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.776651091, -87.695769754)","true","false",66,2004,41.8,-87.7
"3250490",3250490,"05/07/2013 11:30:00 PM","OFFENSE INVOLVING CHILDREN","CHILD ABUSE","(41.785095977, -87.586569917)","false","true",42,2013,41.785095977,-87.586569917
"4778937",4778937,"09/18/2004 06:37:34 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.811657981, -87.643191531)","false","false",61,2004,41.8,-87.6
"6371449",6371449,"06/17/2009 03:00:00 PM","THEFT","FROM BUILDING","(41.894286155, -87.631192176)","false","false",8,2009,41.89429,-87.63119
"1824565",1824565,"02/12/2001 02:30:00 AM","BATTERY","SIMPLE","(41.90228619, -87.670064192)","false","true",NA,2001,41.90228619,-87.670064192
"942446",942446,"05/25/2009 07:30:00 PM","THEFT","FROM BUILDING","(41.871371147, -87.627514417)","false","false",32,2009,41.871371147,-87.627514417
"2615062",2615062,"10/09/2010 03:00:00 AM","BATTERY","SIMPLE","(41.893796191, -87.745769257)","true","false",25,2010,41.893796191,-87.745769257
"1177030",1177030,"02/09/2011 12:30:00 PM","BATTERY","SIMPLE","(41.748088946, -87.650032926)","false","false",71,2011,41.748088946,-87.650032926
"6540144",6540144,"02/28/2009 12:00:00 PM","THEFT","FINANCIAL ID THEFT: OVER $300","(41.740924692, -87.690656365)","false","false",70,2009,41.74092,-87.69066
"90004",90004,"07/25/2015 01:00:00 PM","DECEPTIVE PRACTICE","ATTEMPT - FINANCIAL IDENTITY THEFT","(41.92135194, -87.743796875)","false","false",19,2015,41.92135194,-87.743796875
"1052006",1052006,"11/11/2004 03:45:00 PM","THEFT","FROM BUILDING","(41.989280722, -87.69084579)","false","false",2,2004,41.989280722,-87.69084579
"5135980",5135980,"09/26/2005 02:30:00 PM","DECEPTIVE PRACTICE","THEFT OF LOST/MISLAID PROP","(41.698192492, -87.671257423)","true","false",75,2005,41.69819,-87.67126
"2675547",2675547,"02/20/2011 11:00:00 PM","OTHER OFFENSE","TELEPHONE THREAT","(41.859351296, -87.66136384)","false","false",31,2011,41.859351296,-87.66136384
"2383710",2383710,"03/08/2010 12:20:00 PM","BURGLARY","UNLAWFUL ENTRY","(41.908264254, -87.775570004)","false","false",25,2010,41.908264254,-87.775570004
"3859600",3859600,"06/22/2002 06:00:00 PM","BURGLARY","FORCIBLE ENTRY","(41.733833815, -87.641123596)","false","false",71,2002,41.733833815,-87.641123596
"3350869",3350869,"08/25/2013 08:00:00 PM","THEFT","$500 AND UNDER","(41.754943223, -87.552131963)","false","false",43,2013,41.754943223,-87.552131963
"262788",262788,"04/17/2016 12:01:00 AM","THEFT","$500 AND UNDER","(41.929358849, -87.707363507)","false","false",22,2016,41.929358849,-87.707363507
"5471994",5471994,"10/01/2006 10:33:09 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.784884007, -87.620595185)","false","true",40,2006,41.78488,-87.6206
"2030827",2030827,"07/20/2001 11:06:00 PM","CRIMINAL TRESPASS","TO LAND","(41.951609844, -87.698028878)","true","false",NA,2001,41.951609844,-87.698028878
"4621753",4621753,"04/27/2004 12:01:00 AM","MOTOR VEHICLE THEFT","AUTOMOBILE","(41.738710871, -87.587257778)","false","false",45,2004,41.7,-87.6
"989623",989623,"04/16/2004 07:15:00 AM","PROSTITUTION","SOLICIT ON PUBLIC WAY","(41.88111644, -87.691188718)","true","false",27,2004,41.88111644,-87.691188718
"104505",104505,"08/15/2015 11:20:00 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.936971316, -87.712416188)","false","true",21,2015,41.936971316,-87.712416188
"1712031",1712031,"06/20/2013 12:01:00 AM","DECEPTIVE PRACTICE","ATTEMPT - FINANCIAL IDENTITY THEFT","(41.898998314, -87.679586025)","false","false",24,2013,41.898998314,-87.679586025
"2833904",2833904,"05/26/2011 12:00:00 AM","DECEPTIVE PRACTICE","STOLEN PROP: BUY/RECEIVE/POS.","(41.793060906, -87.703539139)","true","false",63,2011,41.793060906,-87.703539139
"6512716",6512716,"11/23/2009 11:27:00 AM","CRIMINAL TRESPASS","TO LAND","(41.82386008, -87.615162409)","true","false",38,2009,41.82386,-87.61516
"446173",446173,"02/20/2017 07:00:00 AM","BURGLARY","UNLAWFUL ENTRY","(41.839754776, -87.661873492)","false","false",60,2017,41.839754776,-87.661873492
"4796708",4796708,"10/04/2004 12:01:00 AM","THEFT","$500 AND UNDER","(41.736260654, -87.59754133)","false","false",47,2004,41.7,-87.6
"4835858",4835858,"11/14/2004 05:52:00 AM","ASSAULT","AGGRAVATED: HANDGUN","(41.934480278, -87.707493515)","false","false",21,2004,41.93448,-87.70749
"5439925",5439925,"08/22/2006 10:00:00 AM","CRIMINAL TRESPASS","TO LAND","(41.908430535, -87.638509526)","true","false",8,2006,41.90843,-87.63851
"4474048",4474048,"12/13/2003 09:28:00 PM","ROBBERY","ARMED: HANDGUN","(41.750396912, -87.653735437)","false","false",71,2003,41.8,-87.7
"2772512",2772512,"06/05/2011 04:45:00 PM","THEFT","RETAIL THEFT","(41.736259984, -87.628068782)","true","false",44,2011,41.736259984,-87.628068782
"5279022",5279022,"01/16/2006 07:51:11 PM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.892742224, -87.717454131)","true","false",23,2006,41.89274,-87.71745
"2717353",2717353,"03/30/2011 10:10:00 PM","PROSTITUTION","SOLICIT ON PUBLIC WAY","(41.75702248, -87.558073456)","true","false",43,2011,41.75702248,-87.558073456
"5842982",5842982,"10/27/2007 03:25:00 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.840383715, -87.706135956)","false","false",30,2007,41.84038,-87.70614
"2153292",2153292,"10/13/2001 11:40:00 AM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.735238494, -87.654393541)","true","false",NA,2001,41.735238494,-87.654393541
"1630181",1630181,"04/24/2014 06:00:00 PM","THEFT","FROM BUILDING","(41.904466173, -87.631462688)","false","false",8,2014,41.904466173,-87.631462688
"5978561",5978561,"04/03/2008 11:00:00 AM","THEFT","FROM BUILDING","(41.750169105, -87.683132201)","false","false",70,2008,41.75017,-87.68313
"3492151",3492151,"04/15/2014 05:00:00 PM","THEFT","$500 AND UNDER","(41.987335849, -87.705365008)","false","false",2,2014,41.987335849,-87.705365008
"373376",373376,"09/19/2016 10:00:00 AM","DECEPTIVE PRACTICE","FORGERY","(41.867752226, -87.697156311)","false","false",29,2016,41.867752226,-87.697156311
"28654",28654,"04/30/2015 10:00:00 PM","OTHER OFFENSE","TELEPHONE THREAT","(41.91071397, -87.713324669)","false","true",23,2015,41.91071397,-87.713324669
"1461951",1461951,"08/28/2012 10:20:00 PM","THEFT","$500 AND UNDER","(41.764581624, -87.561127448)","false","false",43,2012,41.764581624,-87.561127448
"2033758",2033758,"07/22/2001 12:08:32 AM","ROBBERY","ARMED: HANDGUN","(41.855532308, -87.695717387)","false","false",NA,2001,41.855532308,-87.695717387
"5906936",5906936,"01/10/2008 04:00:00 PM","ASSAULT","SIMPLE","(41.881749633, -87.624355971)","false","false",32,2008,41.88175,-87.62436
"3605221",3605221,"09/16/2014 10:55:00 PM","ROBBERY","ARMED: OTHER DANGEROUS WEAPON","(41.782837156, -87.650940076)","false","false",68,2014,41.782837156,-87.650940076
"5920435",5920435,"01/25/2008 10:20:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.883011761, -87.754505236)","false","true",25,2008,41.88301,-87.75451
"3467914",3467914,"02/09/2014 09:31:00 PM","CRIMINAL TRESPASS","TO LAND","(41.766274325, -87.66382789)","true","false",67,2014,41.766274325,-87.66382789
"3367370",3367370,"09/13/2013 05:13:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.928700441, -87.755022135)","false","true",19,2013,41.928700441,-87.755022135
"1058435",1058435,"12/18/2004 09:48:32 AM","BATTERY","SIMPLE","(41.793881911, -87.677626238)","false","false",61,2004,41.793881911,-87.677626238
"2589239",2589239,"09/14/2010 07:15:00 PM","CRIMINAL TRESPASS","TO VEHICLE","(41.911813016, -87.641044576)","false","false",7,2010,41.911813016,-87.641044576
"497082",497082,"05/13/2017 12:29:00 PM","NARCOTICS","MANU/DEL:CANNABIS 10GM OR LESS","(41.886814523, -87.721536105)","true","false",26,2017,41.886814523,-87.721536105
"563040",563040,"08/14/2017 03:51:00 AM","CRIMINAL DAMAGE","TO VEHICLE","(42.022547568, -87.676139494)","false","false",1,2017,42.022547568,-87.676139494
"1539004",1539004,"05/10/2007 01:45:00 PM","ASSAULT","SIMPLE","(41.879607621, -87.738679967)","false","false",26,2007,41.879607621,-87.738679967
"5661207",5661207,"04/23/2007 02:00:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.904583499, -87.630006701)","true","true",8,2007,41.90458,-87.63001
"325297",325297,"07/18/2016 12:00:00 AM","BURGLARY","FORCIBLE ENTRY","(41.762411609, -87.652831613)","false","false",68,2016,41.762411609,-87.652831613
"3733179",3733179,"02/18/2002 08:30:00 PM","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","(41.930180459, -87.639284149)","false","false",NA,2002,41.930180459,-87.639284149
"2327322",2327322,"01/05/2010 10:00:00 AM","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","(41.904657165, -87.707707714)","false","false",23,2010,41.904657165,-87.707707714
"5222995",5222995,"11/01/2005 09:54:02 PM","NARCOTICS","POSS: CRACK","(41.8769386, -87.697403027)","true","false",27,2005,41.87694,-87.6974
"4571155",4571155,"03/20/2004 11:50:05 PM","DECEPTIVE PRACTICE","THEFT BY LESSEE,MOTOR VEH","(41.881120698, -87.7648888)","true","false",25,2004,41.9,-87.8
"2916566",2916566,"11/03/2011 07:40:00 PM","NARCOTICS","POSS: HEROIN(WHITE)","(41.782992604, -87.673319009)","true","false",67,2011,41.782992604,-87.673319009
"5284536",5284536,"03/12/2006 03:15:00 PM","ASSAULT","AGGRAVATED: OTHER DANG WEAPON","(41.69850554, -87.681371603)","true","false",75,2006,41.69851,-87.68137
"2117209",2117209,"09/19/2001 01:45:00 PM","MOTOR VEHICLE THEFT","AUTOMOBILE","(41.889326118, -87.654729208)","false","false",NA,2001,41.889326118,-87.654729208
"6056109",6056109,"06/28/2008 03:00:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.846957764, -87.72738092)","true","true",30,2008,41.84696,-87.72738
"3934103",3934103,"08/28/2002 11:30:00 AM","THEFT","OVER $500","(41.72436427, -87.649555378)","false","false",73,2002,41.72436427,-87.649555378
"388278",388278,"10/14/2016 11:37:00 AM","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE","(41.781565307, -87.644295268)","false","false",68,2016,41.781565307,-87.644295268
"417201",417201,"11/26/2016 09:30:00 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.798983997, -87.669582842)","false","false",61,2016,41.798983997,-87.669582842
"2389992",2389992,"03/14/2010 04:00:00 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.81687613, -87.601285579)","false","false",36,2010,41.81687613,-87.601285579
"3419988",3419988,"11/14/2013 08:15:00 AM","BURGLARY","FORCIBLE ENTRY","(41.79058746, -87.61587862)","false","false",40,2013,41.79058746,-87.61587862
"4915985",4915985,"02/09/2005 09:53:13 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(42.021688951, -87.671893993)","true","true",1,2005,42.02169,-87.67189
"4982880",4982880,"04/29/2005 10:03:00 AM","THEFT","RETAIL THEFT","(41.722578383, -87.662706548)","true","false",73,2005,41.72258,-87.66271
"4742966",4742966,"08/12/2004 02:50:00 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.971107385, -87.781906035)","true","false",11,2004,42,-87.8
"5778431",5778431,"08/24/2007 07:00:00 AM","MOTOR VEHICLE THEFT","AUTOMOBILE","(41.752326251, -87.61980107)","false","false",69,2007,41.75233,-87.6198
"180408",180408,"12/05/2015 03:01:00 AM","THEFT","OVER $500","(41.77207735, -87.588726196)","false","false",43,2015,41.77207735,-87.588726196
"3395760",3395760,"08/07/2013 06:00:00 PM","DECEPTIVE PRACTICE","FORGERY","(41.809831017, -87.669863362)","false","false",61,2013,41.809831017,-87.669863362
"5737213",5737213,"07/14/2007 09:50:00 PM","ROBBERY","ARMED: HANDGUN","(41.692001635, -87.613354114)","false","false",49,2007,41.692,-87.61335
"2657529",2657529,"12/21/2010 01:00:00 PM","BURGLARY","FORCIBLE ENTRY","(41.871423193, -87.719696562)","false","false",27,2010,41.871423193,-87.719696562
"6368467",6368467,"06/03/2009 01:20:00 AM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.89542227, -87.720330031)","true","false",23,2009,41.89542,-87.72033
"895712",895712,"09/28/2003 04:30:00 AM","MOTOR VEHICLE THEFT","AUTOMOBILE","(41.926550151, -87.762387401)","false","false",19,2003,41.926550151,-87.762387401
"4153102",4153102,"04/01/2003 09:15:00 AM","CRIMINAL TRESPASS","TO LAND","(42.020315619, -87.670726899)","true","false",1,2003,42,-87.7
"6111752",6111752,"08/22/2008 08:00:00 AM","THEFT","FROM BUILDING","(41.945077677, -87.674969158)","false","false",5,2008,41.94508,-87.67497
"2581271",2581271,"09/07/2010 12:00:00 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.899653196, -87.765565634)","false","false",25,2010,41.899653196,-87.765565634
"3674117",3674117,"12/29/2014 04:14:00 PM","THEFT","RETAIL THEFT","(41.895003278, -87.62152816)","true","false",8,2014,41.895003278,-87.62152816
"4903818",4903818,"02/02/2005 08:30:00 AM","ASSAULT","SIMPLE","(41.724518969, -87.639652068)","false","false",73,2005,41.72452,-87.63965
"4377005",4377005,"09/20/2003 01:00:00 AM","THEFT","FROM BUILDING","(41.839186188, -87.645094004)","false","false",60,2003,41.8,-87.6
"1682711",1682711,"01/16/2002 04:11:00 AM","MOTOR VEHICLE THEFT","AUTOMOBILE","(41.908493608, -87.751012831)","false","false",NA,2002,41.908493608,-87.751012831
"1544813",1544813,"03/02/2007 06:32:01 PM","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD","(41.876466294, -87.660273952)","false","false",28,2007,41.876466294,-87.660273952
"1151995",1151995,"01/04/2011 03:30:00 PM","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","(41.956134199, -87.725237514)","false","false",16,2011,41.956134199,-87.725237514
"1269968",1269968,"11/04/2011 03:30:00 PM","BATTERY","SIMPLE","(41.791733938, -87.662085202)","false","false",67,2011,41.791733938,-87.662085202
"6176305",6176305,"02/01/2008 10:00:00 AM","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","(41.910823773, -87.713330954)","false","false",23,2008,41.91082,-87.71333
"2838410",2838410,"08/05/2011 12:29:00 PM","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","(41.774940054, -87.684744445)","true","false",66,2011,41.774940054,-87.684744445
"1757936",1757936,"11/04/2008 12:00:00 PM","THEFT","$500 AND UNDER","(41.897433086, -87.67221909)","false","false",24,2008,41.897433086,-87.67221909
"5648244",5648244,"04/06/2007 07:10:00 AM","THEFT","$500 AND UNDER","(41.947252263, -87.65350869)","false","false",6,2007,41.94725,-87.65351
"2223869",2223869,"12/06/2001 10:45:00 AM","THEFT","OVER $500","(41.893797199, -87.702006888)","false","false",NA,2001,41.893797199,-87.702006888
"3227390",3227390,"04/11/2013 03:40:00 PM","ASSAULT","SIMPLE","(41.799808989, -87.723350952)","true","false",62,2013,41.799808989,-87.723350952
"5172140",5172140,"08/08/2005 02:15:00 AM","CRIMINAL DAMAGE","TO PROPERTY","(41.750359395, -87.600312091)","false","false",44,2005,41.75036,-87.60031
"3040220",3040220,"09/04/2012 08:25:00 AM","THEFT","FROM BUILDING","(41.894025567, -87.749311497)","false","false",25,2012,41.894025567,-87.749311497
"573614",573614,"08/28/2017 08:35:00 PM","ROBBERY","ARMED: HANDGUN","(41.908295247, -87.67421206)","true","false",24,2017,41.908295247,-87.67421206
"1021202",1021202,"08/05/2004 01:10:00 AM","THEFT","$500 AND UNDER","(41.807165412, -87.721098758)","false","false",57,2004,41.807165412,-87.721098758
"6477653",6477653,"10/14/2009 09:15:00 AM","ASSAULT","SIMPLE","(41.790707994, -87.604942346)","false","true",41,2009,41.79071,-87.60494
"1025580",1025580,"08/24/2004 09:00:00 PM","MOTOR VEHICLE THEFT","AUTOMOBILE","(41.789640536, -87.648682442)","false","false",68,2004,41.789640536,-87.648682442
